,x,y,target
112,17.253704,-45.470554,sci.space
113,7.201983,-8.686162,sci.space
114,19.520237,-35.76959,sci.space
115,8.389136,-48.70098,sci.space
116,-18.965488,9.094691,talk.religion.misc
117,29.707558,19.81322,comp.graphics
118,-40.56067,-20.782717,talk.religion.misc
119,-60.548798,-9.548538,alt.atheism
120,-41.14638,25.809622,alt.atheism
121,-33.059853,-14.697203,talk.religion.misc
122,27.535671,6.167241,comp.graphics
123,5.0451417,-20.621267,sci.space
124,7.2346697,-34.00047,sci.space
125,-45.92325,-15.293262,alt.atheism
126,21.962112,-19.92072,sci.space
127,-57.970917,-9.63344,talk.religion.misc
128,-30.563942,14.139686,alt.atheism
129,5.773465,-46.3632,sci.space
130,26.737818,7.9170237,comp.graphics
131,31.883165,-28.392332,sci.space
132,5.0384502,-2.8931525,sci.space
133,-26.958857,-12.6551285,talk.religion.misc
134,20.50867,15.362827,comp.graphics
135,9.539837,23.701275,comp.graphics
136,-21.377142,-10.392946,talk.religion.misc
137,-41.522552,30.647177,alt.atheism
138,21.571373,-17.496222,sci.space
139,4.87218,-44.36461,sci.space
140,-38.46854,0.82271826,talk.religion.misc
141,51.461933,0.7681642,comp.graphics
142,-18.652607,33.371597,alt.atheism
143,19.64749,-2.7638004,sci.space
144,3.6861682,-51.417316,sci.space
145,-43.76952,40.256298,alt.atheism
146,-42.782158,39.36643,alt.atheism
147,45.388817,31.513432,comp.graphics
148,7.2323675,-50.045788,sci.space
149,-48.184727,4.460044,alt.atheism
150,-44.941425,43.38502,alt.atheism
151,49.66201,9.098929,comp.graphics
152,16.119064,0.19163354,comp.graphics
153,24.024498,25.121761,comp.graphics
154,-57.457195,-12.807217,talk.religion.misc
155,-41.018517,0.92349434,talk.religion.misc
156,-37.0366,-20.065762,talk.religion.misc
157,-25.749794,14.702603,talk.religion.misc
158,-49.430187,2.8658159,talk.religion.misc
159,29.547802,17.216927,comp.graphics
160,27.076769,-28.678392,sci.space
161,-2.7660356,-18.30025,sci.space
162,29.311659,-29.482021,sci.space
163,44.923843,16.171778,comp.graphics
164,11.786446,-41.054283,sci.space
165,10.045874,-8.840706,sci.space
166,40.80951,4.7435718,comp.graphics
167,-58.278263,-18.095203,talk.religion.misc
168,14.446327,-57.444023,sci.space
169,-7.1447773,-0.9363084,alt.atheism
170,-13.198445,-8.907524,talk.religion.misc
171,-34.329098,-3.8682115,talk.religion.misc
172,5.576584,-31.575527,sci.space
173,41.90493,-1.8938257,comp.graphics
174,52.00591,11.58907,comp.graphics
175,-18.26031,34.087925,alt.atheism
176,-39.817535,4.671903,alt.atheism
177,-39.197502,-7.2255816,talk.religion.misc
178,6.324522,-0.9423949,sci.space
179,5.3549333,-31.795038,sci.space
180,-23.699778,8.590088,talk.religion.misc
181,-13.954666,-6.056218,talk.religion.misc
182,-56.122307,-5.631708,alt.atheism
183,10.08417,-40.938755,sci.space
184,54.48357,18.587042,comp.graphics
185,54.550743,2.74134,comp.graphics
186,4.935776,-29.22828,sci.space
187,49.052765,3.0134609,comp.graphics
188,56.884808,2.8268433,comp.graphics
189,-41.772663,28.479944,alt.atheism
190,-26.636927,7.0416718,alt.atheism
191,47.656837,14.776455,comp.graphics
192,-43.405876,17.345024,alt.atheism
193,50.507294,9.863016,comp.graphics
194,-20.56077,7.532629,talk.religion.misc
195,31.70417,32.97507,comp.graphics
196,-21.473871,25.465052,alt.atheism
197,-42.67203,32.293037,alt.atheism
198,-21.858665,-7.9265943,talk.religion.misc
199,15.442456,-56.399635,sci.space
200,-37.37064,-20.244991,talk.religion.misc
201,-40.116478,-23.670975,talk.religion.misc
202,-7.3988743,-37.412643,alt.atheism
203,15.43916,-36.092834,sci.space
204,-35.084084,-12.52363,talk.religion.misc
205,55.99039,10.349035,comp.graphics
206,39.544537,0.6829698,comp.graphics
207,41.760777,12.88654,comp.graphics
208,-63.53031,-6.22344,alt.atheism
209,-23.047115,22.04665,sci.space
210,-30.660557,3.9189284,alt.atheism
211,25.594093,-29.019949,sci.space
212,-28.825546,3.2907438,alt.atheism
213,-42.988544,40.040863,alt.atheism
214,24.27616,23.097746,comp.graphics
215,34.063244,24.293715,comp.graphics
216,-13.118497,4.786638,talk.religion.misc
217,-65.87474,-12.869667,sci.space
218,-31.154596,3.744246,alt.atheism
219,-32.715603,9.879599,alt.atheism
220,53.006817,10.043506,comp.graphics
221,-49.265152,37.43188,alt.atheism
222,21.997042,-12.7926445,sci.space
223,3.681484,2.034599,sci.space
224,-0.15635702,-32.83779,sci.space
225,-48.528965,36.21915,alt.atheism
226,9.178693,20.931643,comp.graphics
227,-21.465641,-3.1241527,talk.religion.misc
228,3.8071475,4.0160403,sci.space
229,-62.41887,-15.121221,alt.atheism
230,27.46835,29.302021,comp.graphics
231,-27.431656,3.889167,alt.atheism
232,44.61617,21.863111,comp.graphics
233,-18.7614,34.89314,alt.atheism
234,21.324732,-41.046314,sci.space
235,-53.948532,-9.122661,talk.religion.misc
236,11.695694,-9.14707,sci.space
237,9.204456,-20.774155,sci.space
238,2.9131088,-4.4447026,comp.graphics
239,44.087635,30.327627,comp.graphics
240,41.769535,5.2275157,comp.graphics
241,-25.951359,-6.475825,talk.religion.misc
242,-25.489307,6.239844,alt.atheism
243,-52.569958,4.1300573,alt.atheism
244,-19.918423,-0.8762389,talk.religion.misc
245,-43.026825,37.068836,alt.atheism
246,-38.675728,-26.15903,talk.religion.misc
247,19.904537,21.393064,comp.graphics
248,-43.40375,-5.1791496,talk.religion.misc
249,19.065844,-37.208946,sci.space
250,0.88922226,-24.040922,sci.space
251,-1.2326057,-2.2953784,talk.religion.misc
252,-52.250927,4.7293267,talk.religion.misc
253,-36.555695,20.89121,talk.religion.misc
254,40.071404,5.4508924,comp.graphics
255,6.5230455,-14.6608095,sci.space
256,-56.002983,-11.191016,talk.religion.misc
257,-47.02627,37.090202,alt.atheism
258,20.101183,-37.913185,sci.space
259,45.160503,13.810136,comp.graphics
260,-46.232834,6.1898108,talk.religion.misc
261,-23.060284,-5.658993,alt.atheism
262,15.879752,-15.572683,sci.space
263,5.3101673,1.8094447,comp.graphics
264,-50.8033,-8.706965,talk.religion.misc
265,63.05078,11.864222,comp.graphics
266,-57.203903,-8.773426,alt.atheism
267,8.3509655,-17.691204,sci.space
268,16.099169,24.157417,comp.graphics
269,16.211065,-0.13062476,sci.space
270,12.152224,-23.986317,sci.space
271,16.690252,12.494267,talk.religion.misc
272,-64.09073,-5.926821,alt.atheism
273,5.2945766,21.924337,talk.religion.misc
274,-33.303528,-3.1363754,talk.religion.misc
275,2.8086855,1.7241783,sci.space
276,-28.938541,13.731814,talk.religion.misc
277,54.852062,2.3893888,comp.graphics
278,-34.017902,18.215092,alt.atheism
279,-41.913246,3.1625555,alt.atheism
280,4.1869483,-4.0625043,sci.space
281,57.453987,3.8214025,comp.graphics
282,-48.6121,37.867203,alt.atheism
283,48.017418,17.933065,comp.graphics
284,-13.630851,-5.685751,talk.religion.misc
285,2.1096947,-48.87237,sci.space
286,9.028381,-17.08518,sci.space
287,-39.315945,2.0661914,alt.atheism
288,16.718323,18.117792,sci.space
289,21.52003,-41.49456,sci.space
290,56.890064,17.346985,comp.graphics
291,35.97033,31.416273,comp.graphics
292,-60.464203,-18.10386,talk.religion.misc
293,17.898462,-9.1851635,sci.space
294,-32.139324,9.864613,alt.atheism
295,5.6078753,8.116202,sci.space
296,-57.562088,-10.702077,alt.atheism
297,51.780872,8.22046,comp.graphics
298,-5.3759947,-2.4013085,talk.religion.misc
299,-0.9204183,3.9512382,sci.space
300,-30.305008,12.736369,talk.religion.misc
301,43.64808,23.950674,comp.graphics
302,-34.24151,-19.734367,talk.religion.misc
303,15.363315,-55.069035,sci.space
304,22.16497,-33.71267,sci.space
305,36.55886,18.22462,comp.graphics
306,-45.699112,42.86154,alt.atheism
307,-49.484207,8.239951,alt.atheism
308,31.978699,21.8583,comp.graphics
309,24.411596,2.7598329,sci.space
310,-4.4800677,-19.494602,alt.atheism
311,-19.882906,11.037836,talk.religion.misc
312,62.44505,17.564072,comp.graphics
313,-43.3422,-26.262503,talk.religion.misc
314,11.930941,17.986649,sci.space
315,-2.8006432,3.8086944,alt.atheism
316,-18.633087,34.718662,alt.atheism
317,25.915848,-25.770578,sci.space
318,57.333015,17.136164,comp.graphics
319,-50.78751,2.8396878,talk.religion.misc
320,-36.959843,-22.600763,talk.religion.misc
321,8.856563,-33.32498,sci.space
322,-28.772734,12.844142,alt.atheism
323,53.94098,14.839434,comp.graphics
324,-54.896503,-16.180826,alt.atheism
325,-22.596056,-4.115242,talk.religion.misc
326,-11.034493,-4.980371,talk.religion.misc
327,-18.835619,36.33139,alt.atheism
328,15.965506,-24.43724,sci.space
329,0.87890136,-42.70641,sci.space
330,22.065956,-35.351303,sci.space
331,-48.31758,31.98892,alt.atheism
332,-38.961826,38.160667,alt.atheism
333,25.774954,10.212419,comp.graphics
334,-36.489082,4.0685997,alt.atheism
335,-35.965206,-20.525604,talk.religion.misc
336,42.054424,30.943323,comp.graphics
337,26.934832,16.81721,comp.graphics
338,39.063625,14.794944,comp.graphics
339,2.9037418,-47.696423,sci.space
340,-37.127487,-25.86728,talk.religion.misc
341,21.129583,12.657568,comp.graphics
342,36.74748,30.089813,comp.graphics
343,17.556492,-18.774725,sci.space
344,6.2295847,24.279333,comp.graphics
345,21.67846,21.495161,comp.graphics
346,-24.036991,8.370067,alt.atheism
347,-38.60609,-16.31233,talk.religion.misc
348,-40.18318,-26.01682,talk.religion.misc
349,7.392337,-18.44773,sci.space
350,-31.471458,24.779797,alt.atheism
351,38.8874,20.002026,comp.graphics
352,33.6637,16.932755,comp.graphics
353,4.929661,-32.852364,sci.space
354,16.112303,-49.36289,sci.space
355,39.432617,13.115016,comp.graphics
356,36.26299,31.880001,comp.graphics
357,18.613901,-45.971214,sci.space
358,45.674164,15.49009,comp.graphics
359,-30.490425,11.107718,talk.religion.misc
360,21.735172,11.733643,comp.graphics
361,36.5804,32.400425,comp.graphics
362,-60.77062,-3.4055812,alt.atheism
363,-20.20221,24.873346,comp.graphics
364,-25.428894,7.899837,alt.atheism
365,30.225113,28.988882,comp.graphics
366,13.70084,22.096035,comp.graphics
367,-41.113464,14.345993,alt.atheism
368,-45.398083,43.501003,alt.atheism
369,-40.26983,32.679466,comp.graphics
370,-55.19411,-6.447152,alt.atheism
371,-3.9578798,-4.147768,comp.graphics
372,-64.8444,-5.993404,alt.atheism
373,12.93643,-28.685497,sci.space
374,10.391673,-51.129765,sci.space
375,48.567787,6.4634943,comp.graphics
376,6.2468395,-30.796234,sci.space
377,-19.99274,-5.59465,alt.atheism
378,31.271927,27.256454,comp.graphics
379,-8.843309,2.6570706,alt.atheism
380,-40.855072,30.212585,alt.atheism
381,64.796196,13.926303,comp.graphics
382,11.410023,-23.46655,sci.space
383,28.71473,15.990274,comp.graphics
384,46.274666,28.870533,comp.graphics
385,-40.62147,-26.587744,talk.religion.misc
386,-51.77255,3.7949169,alt.atheism
387,58.513885,3.8445985,comp.graphics
388,16.451284,-34.74746,sci.space
389,12.9973135,-0.7806374,sci.space
390,40.654465,29.84864,comp.graphics
391,-17.707588,2.4179533,talk.religion.misc
392,-65.43913,-9.27597,alt.atheism
393,23.13618,9.0474615,comp.graphics
394,17.548903,-34.836384,sci.space
395,-22.899078,2.634713,alt.atheism
396,36.49794,2.2544127,sci.space
397,39.780163,3.2443643,comp.graphics
398,-57.2643,-8.962787,alt.atheism
399,-26.620678,3.2242587,alt.atheism
400,16.15521,25.878529,comp.graphics
401,-49.201218,8.564988,talk.religion.misc
402,-2.0459614,-17.55875,sci.space
403,32.216984,6.6363406,comp.graphics
404,55.164608,14.709852,comp.graphics
405,-2.943966,-18.044468,sci.space
406,48.406868,0.83203614,comp.graphics
407,19.397629,10.612968,comp.graphics
408,21.371466,-14.979926,sci.space
409,-38.462936,19.970331,alt.atheism
410,-43.489437,42.30794,alt.atheism
411,-40.777935,9.636341,alt.atheism
412,-26.42676,2.623759,alt.atheism
413,12.576966,-23.959177,sci.space
414,8.861604,-19.021175,sci.space
415,-43.01848,-26.345722,talk.religion.misc
416,21.019798,-19.037481,sci.space
417,7.136797,-30.491669,sci.space
418,10.081705,-42.090477,sci.space
419,-37.259205,9.625019,alt.atheism
420,8.100047,-10.210678,sci.space
421,11.606743,-42.585598,sci.space
422,-25.778812,-16.492416,alt.atheism
423,45.53878,27.615324,comp.graphics
424,-50.335575,7.2244253,alt.atheism
425,13.175236,-0.2781767,sci.space
426,41.899414,0.35378724,comp.graphics
427,-17.362898,36.959923,alt.atheism
428,41.76432,1.1292902,comp.graphics
429,23.22118,13.359066,comp.graphics
430,56.356316,4.097718,comp.graphics
431,-49.382984,6.310271,talk.religion.misc
432,26.660568,29.237894,comp.graphics
433,0.35267302,-4.030446,comp.graphics
434,-25.324926,-0.65015095,talk.religion.misc
435,-60.58018,-15.801977,talk.religion.misc
436,-8.501883,1.9119892,talk.religion.misc
437,10.301553,-23.866476,sci.space
438,7.785961,-53.994682,sci.space
439,36.776085,11.283159,comp.graphics
440,-38.838535,19.617992,alt.atheism
441,16.31936,-51.23181,sci.space
442,17.558184,-3.0363293,sci.space
443,-37.74058,13.363848,alt.atheism
444,18.917465,-48.698715,sci.space
445,25.86273,16.908827,comp.graphics
446,-9.673591,2.397679,talk.religion.misc
447,64.982414,12.689234,comp.graphics
448,-18.251575,37.37624,alt.atheism
449,6.515304,-35.00522,sci.space
450,14.582964,-7.987083,sci.space
451,56.481144,14.877086,comp.graphics
452,-18.060167,2.4606242,talk.religion.misc
453,-40.278236,17.09233,alt.atheism
454,-65.69771,-12.767308,sci.space
455,-44.673813,-2.7172487,alt.atheism
456,46.098106,21.66218,comp.graphics
457,11.376976,-13.123372,sci.space
458,-61.023235,-4.6759944,talk.religion.misc
459,60.124496,19.215796,comp.graphics
460,53.624683,13.95419,comp.graphics
461,20.976328,-32.778965,sci.space
462,-6.494963,-3.3773494,alt.atheism
463,-42.0573,-7.8144255,talk.religion.misc
464,18.868338,22.29894,comp.graphics
465,65.24439,13.303851,comp.graphics
466,-36.654446,-16.291553,talk.religion.misc
467,-61.0787,-10.838033,alt.atheism
468,26.10837,31.677834,comp.graphics
469,-29.110113,1.5159093,alt.atheism
470,17.87571,17.175262,comp.graphics
471,47.565876,-1.3304646,comp.graphics
472,3.2782261,-29.683994,sci.space
473,-35.084534,-15.1132965,talk.religion.misc
474,-49.137993,-4.782829,talk.religion.misc
475,19.008982,26.165058,comp.graphics
476,35.677578,16.679996,comp.graphics
477,-32.10626,-1.8308818,alt.atheism
478,-44.848587,39.77824,alt.atheism
479,22.162182,-13.401833,sci.space
480,7.948939,25.19131,comp.graphics
481,3.2650084,-37.05664,sci.space
482,53.973076,8.085088,comp.graphics
483,15.505452,-35.9612,sci.space
484,26.55131,27.733215,comp.graphics
485,2.2842717,-50.59555,sci.space
486,1.5792934,-15.382602,sci.space
487,26.141342,-26.869114,sci.space
488,24.626587,-12.770579,sci.space
489,11.789037,-35.801243,sci.space
490,-50.64578,5.9088306,talk.religion.misc
491,-37.676163,-25.85074,talk.religion.misc
492,22.074501,28.229761,comp.graphics
493,-49.09439,28.044376,alt.atheism
494,39.306747,1.0820086,comp.graphics
495,22.199442,28.866835,comp.graphics
496,8.952679,24.922342,comp.graphics
497,6.498604,-45.731434,sci.space
498,11.210709,-0.17795748,sci.space
499,59.81703,16.155201,comp.graphics
500,6.149346,2.4253132,sci.space
501,28.594833,20.636267,comp.graphics
502,-42.5541,-3.058996,talk.religion.misc
503,-1.604377,-46.38764,sci.space
504,20.635801,-20.194717,sci.space
505,55.024254,10.588922,comp.graphics
506,14.176165,-7.7797537,sci.space
507,14.533848,-14.332222,sci.space
508,48.230618,13.645955,comp.graphics
509,-34.521976,-18.158306,talk.religion.misc
510,-17.817913,35.541275,alt.atheism
511,-5.8767447,-2.37406,alt.atheism
512,-26.134275,-6.7031054,talk.religion.misc
513,20.774288,-6.3256598,sci.space
514,5.955866,-13.914596,sci.space
515,44.22019,1.5353802,comp.graphics
516,13.315967,-53.09273,sci.space
517,17.977228,-48.19416,sci.space
518,1.8254757,-50.211582,sci.space
519,-28.328089,16.149174,alt.atheism
520,-64.68348,-7.3333235,alt.atheism
521,-61.802467,-5.8422403,alt.atheism
522,-42.709316,-17.026566,talk.religion.misc
523,-15.474023,-6.6808386,talk.religion.misc
524,37.897873,6.535737,comp.graphics
525,20.362495,-27.14858,sci.space
526,-0.13369396,-41.76703,sci.space
527,-18.86594,35.652443,alt.atheism
528,7.6133294,-27.21042,sci.space
529,-46.59876,-15.899078,alt.atheism
530,-36.87668,5.9346795,alt.atheism
531,37.669678,6.917727,comp.graphics
532,20.905201,-18.376259,sci.space
533,-46.096256,-5.0035243,alt.atheism
534,18.851437,-0.7388861,comp.graphics
535,-1.2225581,-43.847298,sci.space
536,-44.36846,-17.880657,alt.atheism
537,47.337322,14.42061,comp.graphics
538,13.099406,25.20408,comp.graphics
539,14.07868,24.756298,comp.graphics
540,-42.92043,28.892656,alt.atheism
541,19.817055,-26.85592,sci.space
542,38.243244,27.854105,comp.graphics
543,-44.966503,8.36993,alt.atheism
544,-41.16264,20.151718,alt.atheism
545,-49.429016,37.079643,alt.atheism
546,-24.255434,-8.29081,talk.religion.misc
547,56.14103,3.917408,comp.graphics
548,-51.669582,-10.084328,talk.religion.misc
549,-14.131171,-5.838561,talk.religion.misc
550,-42.584286,40.623505,alt.atheism
551,-37.382103,21.85259,alt.atheism
552,22.901157,-14.736178,sci.space
553,29.93524,-30.841688,sci.space
554,-32.337124,25.224228,alt.atheism
555,-5.6018567,-39.676052,comp.graphics
556,8.378576,-43.040367,sci.space
557,-48.418884,-8.659216,talk.religion.misc
558,30.93393,6.058035,comp.graphics
559,47.331005,17.423765,comp.graphics
560,-55.344658,-8.749355,talk.religion.misc
561,-51.4003,-2.1984453,alt.atheism
562,3.4919558,-45.773384,sci.space
563,31.507046,18.821737,comp.graphics
564,-57.638954,-15.435223,alt.atheism
565,8.30816,-27.104856,sci.space
566,-36.19955,-3.7315369,talk.religion.misc
567,-1.430405,-4.9713044,sci.space
568,19.411942,-2.0573013,sci.space
569,32.114094,-25.465637,sci.space
570,46.1032,12.159356,comp.graphics
571,15.705306,-14.858577,sci.space
572,43.40309,30.794794,comp.graphics
573,26.724035,-31.634705,sci.space
574,15.826149,0.46477124,sci.space
575,-22.076447,-1.5833952,talk.religion.misc
576,32.168606,16.432997,comp.graphics
577,-53.499256,6.770642,talk.religion.misc
578,36.208626,14.94292,comp.graphics
579,6.1490493,5.103883,sci.space
580,41.062782,2.9090805,comp.graphics
581,46.119373,6.210822,comp.graphics
582,-52.537327,9.432589,alt.atheism
583,19.546143,12.16691,comp.graphics
584,21.460695,28.700691,comp.graphics
585,-43.50342,-6.679437,talk.religion.misc
586,-47.31195,42.742123,alt.atheism
587,14.331561,-50.931057,sci.space
588,55.946167,15.197429,comp.graphics
589,-55.321747,2.704363,alt.atheism
590,-47.509018,26.079128,alt.atheism
591,-46.034298,41.626225,alt.atheism
592,17.450356,-38.44979,sci.space
593,-33.30319,-7.628368,talk.religion.misc
594,30.441484,21.116493,comp.graphics
595,-1.8410504,-15.154471,talk.religion.misc
596,38.96999,27.218681,comp.graphics
597,20.929596,-15.359771,sci.space
598,26.68797,-15.690019,sci.space
599,-20.01108,10.096532,talk.religion.misc
600,6.280982,24.668306,comp.graphics
601,50.15928,20.090294,comp.graphics
602,-47.84654,40.999985,alt.atheism
603,27.151999,8.756822,comp.graphics
604,25.988352,5.5247703,talk.religion.misc
605,17.394201,-25.70624,sci.space
606,15.854978,-13.784315,sci.space
607,-61.376335,-9.38415,talk.religion.misc
608,3.862093,-21.185417,sci.space
609,-36.15741,7.919979,alt.atheism
610,15.974255,-44.881573,sci.space
611,45.379364,-1.2275919,comp.graphics
612,-64.69344,-6.963783,alt.atheism
613,41.909504,31.563046,comp.graphics
614,13.732613,-41.107677,sci.space
615,32.44873,22.470871,comp.graphics
616,14.053686,23.819603,comp.graphics
617,-38.52889,7.1815395,alt.atheism
618,-59.2493,-17.028477,talk.religion.misc
619,-14.249871,-9.466419,talk.religion.misc
620,-1.4431833,6.8811803,alt.atheism
621,18.030338,-47.536324,sci.space
622,5.7929173,21.645653,talk.religion.misc
623,63.023994,13.441142,comp.graphics
624,-47.862225,29.611225,alt.atheism
625,19.421936,-31.349737,sci.space
626,45.490353,22.992315,comp.graphics
627,-44.25318,10.675226,talk.religion.misc
628,25.759096,-29.734995,sci.space
629,-32.840656,-14.431229,talk.religion.misc
630,-46.076927,7.234122,alt.atheism
631,-56.715164,-2.7030065,alt.atheism
632,-41.703293,-18.283384,talk.religion.misc
633,37.061176,23.229807,comp.graphics
634,53.46431,2.6300519,comp.graphics
635,42.17162,12.254335,comp.graphics
636,16.477327,-11.18283,sci.space
637,40.419468,4.6541905,comp.graphics
638,2.2555478,-39.979088,sci.space
639,-37.941826,21.570213,alt.atheism
640,27.233982,-26.318575,sci.space
641,0.33950913,-41.14469,sci.space
642,-32.003235,-18.143055,talk.religion.misc
643,59.717724,14.652682,comp.graphics
644,32.97538,21.928371,comp.graphics
645,-40.858345,7.3919353,alt.atheism
646,14.2465925,-16.581795,sci.space
647,34.682693,17.491915,comp.graphics
648,42.82345,28.359474,comp.graphics
649,39.80925,4.4014635,comp.graphics
650,-23.226038,-8.14296,talk.religion.misc
651,40.941513,16.750275,comp.graphics
652,57.348427,17.69336,comp.graphics
653,-40.844833,33.3552,alt.atheism
654,-43.851665,35.594696,alt.atheism
655,20.341686,12.185757,comp.graphics
656,-18.136723,2.4355636,talk.religion.misc
657,14.176654,-48.80773,sci.space
658,16.184902,-54.439644,sci.space
659,-46.098404,8.416704,talk.religion.misc
660,20.051212,14.986299,comp.graphics
661,24.649857,4.164711,comp.graphics
662,16.327795,-17.654364,sci.space
663,-20.361092,-8.27141,talk.religion.misc
664,32.579693,15.857985,comp.graphics
665,39.444603,14.668129,comp.graphics
666,7.2897067,-36.012577,sci.space
667,22.741777,-11.9038315,sci.space
668,-48.69946,32.10105,alt.atheism
669,-42.858803,4.394351,alt.atheism
670,-0.94891536,-46.272854,sci.space
671,15.685015,-11.440142,sci.space
672,-0.44527647,-23.739983,sci.space
673,-20.824757,8.433275,talk.religion.misc
674,-44.981956,9.503522,alt.atheism
675,40.75275,32.417183,sci.space
676,19.295046,-44.470493,sci.space
677,54.998352,1.8268813,comp.graphics
678,-34.328827,-8.930757,talk.religion.misc
679,-38.174118,-22.030197,talk.religion.misc
680,36.519794,6.9639473,comp.graphics
681,18.885954,-19.699665,sci.space
682,-55.22275,6.7350116,talk.religion.misc
683,-52.47071,5.8278074,alt.atheism
684,-34.95458,22.057745,alt.atheism
685,-5.450801,-40.347458,comp.graphics
686,-48.618046,38.790535,alt.atheism
687,-35.159805,23.471146,alt.atheism
688,16.725975,19.583864,sci.space
689,-28.54731,14.172902,talk.religion.misc
690,15.563161,-31.051474,sci.space
691,25.383635,8.35345,comp.graphics
692,-21.004335,-7.071461,talk.religion.misc
693,-1.3334177,7.2405043,talk.religion.misc
694,-24.237404,3.1675735,talk.religion.misc
695,46.265446,24.223726,comp.graphics
696,5.219117,-34.693745,sci.space
697,61.662426,13.925887,comp.graphics
698,11.043727,19.96658,sci.space
